id,date,text,username,likes,retweets,replies,url,query,is_synthetic
664989,2022-05-18,AI is replacing Wikipedia for knowledge lookups tbh,user_2473,159,81,32,https://twitter.com/user_2473/status/100075,wikipedia reliable OR unreliable OR wrong OR accurate,True
664990,2021-08-25,The education Wikipedia article needs serious updating,user_7402,274,92,27,https://twitter.com/user_7402/status/100076,wikipedia reliable OR unreliable OR wrong OR accurate,True
664991,2021-02-18,Wikipedia editors are unsung heroes keeping history info accurate,user_2492,399,88,45,https://twitter.com/user_2492/status/100077,wikipedia reliable OR unreliable OR wrong OR accurate,True
664992,2022-10-27,Can't believe how detailed the Wikipedia article on health is 😮,user_4759,56,51,96,https://twitter.com/user_4759/status/100078,wikipedia reliable OR unreliable OR wrong OR accurate,True
664993,2023-05-07,Wikipedia fundraising again lol — machine learning info should be paid for,user_8525,300,25,56,https://twitter.com/user_8525/status/100079,wikipedia reliable OR unreliable OR wrong OR accurate,True
664994,2024-09-12,Wikipedia is still the best source for quick facts about machine learning,user_9282,148,165,38,https://twitter.com/user_9282/status/100080,wikipedia reliable OR unreliable OR wrong OR accurate,True
664995,2022-03-08,ChatGPT vs Wikipedia — which do you trust more for health?,user_9901,108,18,46,https://twitter.com/user_9901/status/100081,wikipedia reliable OR unreliable OR wrong OR accurate,True
664996,2020-10-20,Just edited a machine learning article on Wikipedia. Community effort rocks.,user_9621,257,64,29,https://twitter.com/user_9621/status/100082,wikipedia reliable OR unreliable OR wrong OR accurate,True
664997,2024-02-28,Wikipedia's artificial intelligence page is completely wrong and biased.,user_6003,207,133,65,https://twitter.com/user_6003/status/100083,wikipedia reliable OR unreliable OR wrong OR accurate,True
664998,2023-02-23,Donated to Wikimedia today — knowledge deserves accurate info free for all,user_2804,317,26,35,https://twitter.com/user_2804/status/100084,wikipedia reliable OR unreliable OR wrong OR accurate,True
664999,2023-07-01,AI is replacing Wikipedia for education lookups tbh,user_8550,158,131,55,https://twitter.com/user_8550/status/100085,wikipedia reliable OR unreliable OR wrong OR accurate,True
665000,2020-06-26,The technology Wikipedia article needs serious updating,user_8213,411,146,36,https://twitter.com/user_8213/status/100086,wikipedia reliable OR unreliable OR wrong OR accurate,True
665001,2021-07-24,Wikipedia editors are unsung heroes keeping machine learning info accurate,user_9911,39,132,32,https://twitter.com/user_9911/status/100087,wikipedia reliable OR unreliable OR wrong OR accurate,True
665002,2023-11-02,Can't believe how detailed the Wikipedia article on health is 😮,user_6857,430,61,97,https://twitter.com/user_6857/status/100088,wikipedia reliable OR unreliable OR wrong OR accurate,True
665003,2024-02-27,Wikipedia fundraising again lol — health info should be paid for,user_2274,14,3,34,https://twitter.com/user_2274/status/100089,wikipedia reliable OR unreliable OR wrong OR accurate,True
665004,2022-03-05,Wikipedia is still the best source for quick facts about climate,user_5525,367,177,7,https://twitter.com/user_5525/status/100090,wikipedia reliable OR unreliable OR wrong OR accurate,True
665005,2024-01-08,ChatGPT vs Wikipedia — which do you trust more for health?,user_5033,173,65,37,https://twitter.com/user_5033/status/100091,wikipedia reliable OR unreliable OR wrong OR accurate,True
665006,2024-03-16,Just edited a ChatGPT article on Wikipedia. Community effort rocks.,user_8585,191,161,53,https://twitter.com/user_8585/status/100092,wikipedia reliable OR unreliable OR wrong OR accurate,True
665007,2021-12-08,Wikipedia's education page is completely wrong and biased.,user_4532,9,39,9,https://twitter.com/user_4532/status/100093,wikipedia reliable OR unreliable OR wrong OR accurate,True
665008,2024-06-27,Donated to Wikimedia today — open source deserves accurate info free for all,user_3957,351,32,30,https://twitter.com/user_3957/status/100094,wikipedia reliable OR unreliable OR wrong OR accurate,True
665009,2021-06-10,AI is replacing Wikipedia for climate lookups tbh,user_1720,82,155,16,https://twitter.com/user_1720/status/100095,wikipedia reliable OR unreliable OR wrong OR accurate,True
665010,2021-03-13,The history Wikipedia article needs serious updating,user_8518,329,187,50,https://twitter.com/user_8518/status/100096,wikipedia reliable OR unreliable OR wrong OR accurate,True
665011,2023-05-30,Wikipedia editors are unsung heroes keeping climate info accurate,user_7797,362,172,72,https://twitter.com/user_7797/status/100097,wikipedia reliable OR unreliable OR wrong OR accurate,True
665012,2023-03-08,Can't believe how detailed the Wikipedia article on politics is 😮,user_1371,422,150,96,https://twitter.com/user_1371/status/100098,wikipedia reliable OR unreliable OR wrong OR accurate,True
665013,2020-09-12,Wikipedia fundraising again lol — politics info should be paid for,user_4903,354,49,38,https://twitter.com/user_4903/status/100099,wikipedia reliable OR unreliable OR wrong OR accurate,True
665014,2024-02-28,Wikipedia is still the best source for quick facts about politics,user_5316,150,182,86,https://twitter.com/user_5316/status/100100,wikipedia reliable OR unreliable OR wrong OR accurate,True
665015,2020-12-30,ChatGPT vs Wikipedia — which do you trust more for climate?,user_5223,369,133,21,https://twitter.com/user_5223/status/100101,wikipedia reliable OR unreliable OR wrong OR accurate,True
665016,2024-01-08,Just edited a technology article on Wikipedia. Community effort rocks.,user_9269,412,34,78,https://twitter.com/user_9269/status/100102,wikipedia reliable OR unreliable OR wrong OR accurate,True
665017,2020-01-14,Wikipedia's machine learning page is completely wrong and biased.,user_2355,158,25,56,https://twitter.com/user_2355/status/100103,wikipedia reliable OR unreliable OR wrong OR accurate,True
665018,2023-12-25,Donated to Wikimedia today — climate deserves accurate info free for all,user_3756,62,174,75,https://twitter.com/user_3756/status/100104,wikipedia reliable OR unreliable OR wrong OR accurate,True
665019,2023-12-07,AI is replacing Wikipedia for history lookups tbh,user_2628,445,55,75,https://twitter.com/user_2628/status/100105,wikipedia reliable OR unreliable OR wrong OR accurate,True
665020,2023-11-25,The open source Wikipedia article needs serious updating,user_3196,73,153,53,https://twitter.com/user_3196/status/100106,wikipedia reliable OR unreliable OR wrong OR accurate,True
665021,2023-04-28,Wikipedia editors are unsung heroes keeping history info accurate,user_9163,296,27,25,https://twitter.com/user_9163/status/100107,wikipedia reliable OR unreliable OR wrong OR accurate,True
665022,2022-05-10,Can't believe how detailed the Wikipedia article on education is 😮,user_9465,118,56,52,https://twitter.com/user_9465/status/100108,wikipedia reliable OR unreliable OR wrong OR accurate,True
665023,2023-07-10,Wikipedia fundraising again lol — health info should be paid for,user_1401,63,56,82,https://twitter.com/user_1401/status/100109,wikipedia reliable OR unreliable OR wrong OR accurate,True
665024,2021-05-20,Wikipedia is still the best source for quick facts about health,user_6688,388,56,97,https://twitter.com/user_6688/status/100110,wikipedia reliable OR unreliable OR wrong OR accurate,True
665025,2023-11-25,ChatGPT vs Wikipedia — which do you trust more for science?,user_3095,71,134,92,https://twitter.com/user_3095/status/100111,wikipedia reliable OR unreliable OR wrong OR accurate,True
665026,2022-10-11,Just edited a climate article on Wikipedia. Community effort rocks.,user_2732,335,182,18,https://twitter.com/user_2732/status/100112,wikipedia reliable OR unreliable OR wrong OR accurate,True
665027,2022-04-17,Wikipedia's knowledge page is completely wrong and biased.,user_3628,346,182,59,https://twitter.com/user_3628/status/100113,wikipedia reliable OR unreliable OR wrong OR accurate,True
665028,2022-07-11,Donated to Wikimedia today — technology deserves accurate info free for all,user_2749,30,148,10,https://twitter.com/user_2749/status/100114,wikipedia reliable OR unreliable OR wrong OR accurate,True
665029,2022-11-03,AI is replacing Wikipedia for politics lookups tbh,user_5411,86,40,66,https://twitter.com/user_5411/status/100115,wikipedia reliable OR unreliable OR wrong OR accurate,True
665030,2020-03-09,The ChatGPT Wikipedia article needs serious updating,user_9959,397,192,99,https://twitter.com/user_9959/status/100116,wikipedia reliable OR unreliable OR wrong OR accurate,True
665031,2020-09-12,Wikipedia editors are unsung heroes keeping open source info accurate,user_6277,253,108,5,https://twitter.com/user_6277/status/100117,wikipedia reliable OR unreliable OR wrong OR accurate,True
665032,2021-03-24,Can't believe how detailed the Wikipedia article on artificial intelligence is 😮,user_7508,60,109,65,https://twitter.com/user_7508/status/100118,wikipedia reliable OR unreliable OR wrong OR accurate,True
665033,2020-07-28,Wikipedia fundraising again lol — machine learning info should be paid for,user_5439,495,140,94,https://twitter.com/user_5439/status/100119,wikipedia reliable OR unreliable OR wrong OR accurate,True
665034,2022-03-13,Wikipedia is still the best source for quick facts about science,user_1125,132,153,84,https://twitter.com/user_1125/status/100120,wikipedia reliable OR unreliable OR wrong OR accurate,True
665035,2023-05-04,ChatGPT vs Wikipedia — which do you trust more for science?,user_1756,2,190,39,https://twitter.com/user_1756/status/100121,wikipedia reliable OR unreliable OR wrong OR accurate,True
665036,2023-04-09,Just edited a machine learning article on Wikipedia. Community effort rocks.,user_3419,462,116,10,https://twitter.com/user_3419/status/100122,wikipedia reliable OR unreliable OR wrong OR accurate,True
665037,2022-05-09,Wikipedia's science page is completely wrong and biased.,user_3192,8,122,92,https://twitter.com/user_3192/status/100123,wikipedia reliable OR unreliable OR wrong OR accurate,True
665038,2024-04-09,Donated to Wikimedia today — politics deserves accurate info free for all,user_8564,276,149,92,https://twitter.com/user_8564/status/100124,wikipedia reliable OR unreliable OR wrong OR accurate,True
665039,2022-10-28,AI is replacing Wikipedia for ChatGPT lookups tbh,user_8591,496,51,57,https://twitter.com/user_8591/status/100125,wikipedia reliable OR unreliable OR wrong OR accurate,True
665040,2020-05-24,The knowledge Wikipedia article needs serious updating,user_8686,288,61,97,https://twitter.com/user_8686/status/100126,wikipedia reliable OR unreliable OR wrong OR accurate,True
665041,2023-10-28,Wikipedia editors are unsung heroes keeping knowledge info accurate,user_6737,292,125,0,https://twitter.com/user_6737/status/100127,wikipedia reliable OR unreliable OR wrong OR accurate,True
665042,2022-11-14,Can't believe how detailed the Wikipedia article on history is 😮,user_6005,194,12,61,https://twitter.com/user_6005/status/100128,wikipedia reliable OR unreliable OR wrong OR accurate,True
665043,2023-03-04,Wikipedia fundraising again lol — knowledge info should be paid for,user_6841,63,64,3,https://twitter.com/user_6841/status/100129,wikipedia reliable OR unreliable OR wrong OR accurate,True
665044,2022-10-28,Wikipedia is still the best source for quick facts about technology,user_4660,286,143,93,https://twitter.com/user_4660/status/100130,wikipedia reliable OR unreliable OR wrong OR accurate,True
665045,2022-10-07,ChatGPT vs Wikipedia — which do you trust more for open source?,user_7031,448,195,68,https://twitter.com/user_7031/status/100131,wikipedia reliable OR unreliable OR wrong OR accurate,True
665046,2020-06-14,Just edited a science article on Wikipedia. Community effort rocks.,user_8149,45,103,91,https://twitter.com/user_8149/status/100132,wikipedia reliable OR unreliable OR wrong OR accurate,True
665047,2022-10-17,Wikipedia's knowledge page is completely wrong and biased.,user_7865,440,79,56,https://twitter.com/user_7865/status/100133,wikipedia reliable OR unreliable OR wrong OR accurate,True
665048,2023-12-21,Donated to Wikimedia today — ChatGPT deserves accurate info free for all,user_6523,207,88,8,https://twitter.com/user_6523/status/100134,wikipedia reliable OR unreliable OR wrong OR accurate,True
665049,2021-07-08,AI is replacing Wikipedia for technology lookups tbh,user_1522,268,137,2,https://twitter.com/user_1522/status/100135,wikipedia reliable OR unreliable OR wrong OR accurate,True
665050,2023-01-05,The ChatGPT Wikipedia article needs serious updating,user_7523,82,108,33,https://twitter.com/user_7523/status/100136,wikipedia reliable OR unreliable OR wrong OR accurate,True
665051,2020-02-26,Wikipedia editors are unsung heroes keeping open source info accurate,user_4299,310,4,74,https://twitter.com/user_4299/status/100137,wikipedia reliable OR unreliable OR wrong OR accurate,True
665052,2021-09-26,Can't believe how detailed the Wikipedia article on climate is 😮,user_7692,91,107,15,https://twitter.com/user_7692/status/100138,wikipedia reliable OR unreliable OR wrong OR accurate,True
665053,2022-03-08,Wikipedia fundraising again lol — education info should be paid for,user_5855,136,80,85,https://twitter.com/user_5855/status/100139,wikipedia reliable OR unreliable OR wrong OR accurate,True
665054,2024-11-28,Wikipedia is still the best source for quick facts about technology,user_8929,360,140,23,https://twitter.com/user_8929/status/100140,wikipedia reliable OR unreliable OR wrong OR accurate,True
665055,2021-01-26,ChatGPT vs Wikipedia — which do you trust more for health?,user_4045,25,175,49,https://twitter.com/user_4045/status/100141,wikipedia reliable OR unreliable OR wrong OR accurate,True
665056,2021-05-19,Just edited a health article on Wikipedia. Community effort rocks.,user_9381,223,192,20,https://twitter.com/user_9381/status/100142,wikipedia reliable OR unreliable OR wrong OR accurate,True
665057,2022-01-15,Wikipedia's science page is completely wrong and biased.,user_8599,297,122,46,https://twitter.com/user_8599/status/100143,wikipedia reliable OR unreliable OR wrong OR accurate,True
665058,2024-12-16,Donated to Wikimedia today — climate deserves accurate info free for all,user_3979,66,72,45,https://twitter.com/user_3979/status/100144,wikipedia reliable OR unreliable OR wrong OR accurate,True
665059,2024-04-06,AI is replacing Wikipedia for open source lookups tbh,user_5342,147,88,0,https://twitter.com/user_5342/status/100145,wikipedia reliable OR unreliable OR wrong OR accurate,True
665060,2020-03-04,The science Wikipedia article needs serious updating,user_5781,171,35,56,https://twitter.com/user_5781/status/100146,wikipedia reliable OR unreliable OR wrong OR accurate,True
665061,2021-03-02,Wikipedia editors are unsung heroes keeping history info accurate,user_7916,331,187,78,https://twitter.com/user_7916/status/100147,wikipedia reliable OR unreliable OR wrong OR accurate,True
665062,2024-02-08,Can't believe how detailed the Wikipedia article on education is 😮,user_7201,488,169,93,https://twitter.com/user_7201/status/100148,wikipedia reliable OR unreliable OR wrong OR accurate,True
665063,2020-04-16,Wikipedia fundraising again lol — health info should be paid for,user_8667,418,170,33,https://twitter.com/user_8667/status/100149,wikipedia reliable OR unreliable OR wrong OR accurate,True
665064,2024-04-10,Wikipedia is still the best source for quick facts about science,user_4328,94,65,88,https://twitter.com/user_4328/status/100150,wikipedia reliable OR unreliable OR wrong OR accurate,True
665065,2021-05-28,ChatGPT vs Wikipedia — which do you trust more for politics?,user_5542,9,64,87,https://twitter.com/user_5542/status/100151,wikipedia reliable OR unreliable OR wrong OR accurate,True
665066,2024-08-01,Just edited a ChatGPT article on Wikipedia. Community effort rocks.,user_4877,25,171,98,https://twitter.com/user_4877/status/100152,wikipedia reliable OR unreliable OR wrong OR accurate,True
665067,2021-06-19,Wikipedia's climate page is completely wrong and biased.,user_9185,297,108,37,https://twitter.com/user_9185/status/100153,wikipedia reliable OR unreliable OR wrong OR accurate,True
665068,2022-03-03,Donated to Wikimedia today — history deserves accurate info free for all,user_3744,78,140,85,https://twitter.com/user_3744/status/100154,wikipedia reliable OR unreliable OR wrong OR accurate,True
665069,2023-04-22,AI is replacing Wikipedia for history lookups tbh,user_6283,115,97,56,https://twitter.com/user_6283/status/100155,wikipedia reliable OR unreliable OR wrong OR accurate,True
665070,2020-08-18,The climate Wikipedia article needs serious updating,user_2081,423,88,5,https://twitter.com/user_2081/status/100156,wikipedia reliable OR unreliable OR wrong OR accurate,True
665071,2022-10-13,Wikipedia editors are unsung heroes keeping politics info accurate,user_8651,436,126,27,https://twitter.com/user_8651/status/100157,wikipedia reliable OR unreliable OR wrong OR accurate,True
665072,2022-07-10,Can't believe how detailed the Wikipedia article on artificial intelligence is 😮,user_4457,419,162,67,https://twitter.com/user_4457/status/100158,wikipedia reliable OR unreliable OR wrong OR accurate,True
665073,2023-12-01,Wikipedia fundraising again lol — open source info should be paid for,user_4064,126,66,16,https://twitter.com/user_4064/status/100159,wikipedia reliable OR unreliable OR wrong OR accurate,True
665074,2024-12-22,Wikipedia is still the best source for quick facts about ChatGPT,user_6245,309,161,43,https://twitter.com/user_6245/status/100160,wikipedia reliable OR unreliable OR wrong OR accurate,True
665075,2023-04-27,ChatGPT vs Wikipedia — which do you trust more for technology?,user_5488,305,48,77,https://twitter.com/user_5488/status/100161,wikipedia reliable OR unreliable OR wrong OR accurate,True
665076,2022-01-16,Just edited a artificial intelligence article on Wikipedia. Community effort rocks.,user_8630,92,80,14,https://twitter.com/user_8630/status/100162,wikipedia reliable OR unreliable OR wrong OR accurate,True
665077,2022-01-11,Wikipedia's ChatGPT page is completely wrong and biased.,user_5782,276,182,49,https://twitter.com/user_5782/status/100163,wikipedia reliable OR unreliable OR wrong OR accurate,True
665078,2022-02-01,Donated to Wikimedia today — politics deserves accurate info free for all,user_5652,262,190,21,https://twitter.com/user_5652/status/100164,wikipedia reliable OR unreliable OR wrong OR accurate,True
665079,2024-01-25,AI is replacing Wikipedia for technology lookups tbh,user_1944,198,184,53,https://twitter.com/user_1944/status/100165,wikipedia reliable OR unreliable OR wrong OR accurate,True
665080,2021-08-09,The history Wikipedia article needs serious updating,user_1197,375,63,24,https://twitter.com/user_1197/status/100166,wikipedia reliable OR unreliable OR wrong OR accurate,True
665081,2020-10-31,Wikipedia editors are unsung heroes keeping health info accurate,user_4586,338,168,96,https://twitter.com/user_4586/status/100167,wikipedia reliable OR unreliable OR wrong OR accurate,True
665082,2021-09-02,Can't believe how detailed the Wikipedia article on education is 😮,user_9982,266,187,7,https://twitter.com/user_9982/status/100168,wikipedia reliable OR unreliable OR wrong OR accurate,True
665083,2020-02-11,Wikipedia fundraising again lol — machine learning info should be paid for,user_9255,362,195,96,https://twitter.com/user_9255/status/100169,wikipedia reliable OR unreliable OR wrong OR accurate,True
665084,2020-07-12,Wikipedia is still the best source for quick facts about education,user_6660,381,4,79,https://twitter.com/user_6660/status/100170,wikipedia reliable OR unreliable OR wrong OR accurate,True
665085,2020-06-13,ChatGPT vs Wikipedia — which do you trust more for politics?,user_6676,283,148,85,https://twitter.com/user_6676/status/100171,wikipedia reliable OR unreliable OR wrong OR accurate,True
665086,2023-11-09,Just edited a politics article on Wikipedia. Community effort rocks.,user_4523,133,199,85,https://twitter.com/user_4523/status/100172,wikipedia reliable OR unreliable OR wrong OR accurate,True
665087,2023-08-11,Wikipedia's machine learning page is completely wrong and biased.,user_2597,379,152,18,https://twitter.com/user_2597/status/100173,wikipedia reliable OR unreliable OR wrong OR accurate,True
665088,2023-06-25,Donated to Wikimedia today — politics deserves accurate info free for all,user_1076,358,46,93,https://twitter.com/user_1076/status/100174,wikipedia reliable OR unreliable OR wrong OR accurate,True
665089,2022-04-22,AI is replacing Wikipedia for technology lookups tbh,user_4049,491,152,59,https://twitter.com/user_4049/status/100175,wikipedia reliable OR unreliable OR wrong OR accurate,True
665090,2023-08-01,The history Wikipedia article needs serious updating,user_3847,74,21,96,https://twitter.com/user_3847/status/100176,wikipedia reliable OR unreliable OR wrong OR accurate,True
665091,2020-10-21,Wikipedia editors are unsung heroes keeping machine learning info accurate,user_2724,209,96,87,https://twitter.com/user_2724/status/100177,wikipedia reliable OR unreliable OR wrong OR accurate,True
665092,2024-07-01,Can't believe how detailed the Wikipedia article on history is 😮,user_3332,462,125,57,https://twitter.com/user_3332/status/100178,wikipedia reliable OR unreliable OR wrong OR accurate,True
665093,2022-07-03,Wikipedia fundraising again lol — education info should be paid for,user_1223,257,91,37,https://twitter.com/user_1223/status/100179,wikipedia reliable OR unreliable OR wrong OR accurate,True
665094,2024-09-07,Wikipedia is still the best source for quick facts about technology,user_6471,471,139,11,https://twitter.com/user_6471/status/100180,wikipedia reliable OR unreliable OR wrong OR accurate,True
665095,2020-10-04,ChatGPT vs Wikipedia — which do you trust more for machine learning?,user_9346,6,48,10,https://twitter.com/user_9346/status/100181,wikipedia reliable OR unreliable OR wrong OR accurate,True
665096,2022-06-26,Just edited a education article on Wikipedia. Community effort rocks.,user_7216,17,121,38,https://twitter.com/user_7216/status/100182,wikipedia reliable OR unreliable OR wrong OR accurate,True
665097,2023-06-24,Wikipedia's education page is completely wrong and biased.,user_5033,398,128,81,https://twitter.com/user_5033/status/100183,wikipedia reliable OR unreliable OR wrong OR accurate,True
665098,2022-06-23,Donated to Wikimedia today — ChatGPT deserves accurate info free for all,user_4781,179,126,50,https://twitter.com/user_4781/status/100184,wikipedia reliable OR unreliable OR wrong OR accurate,True
665099,2022-03-25,AI is replacing Wikipedia for climate lookups tbh,user_3767,260,57,48,https://twitter.com/user_3767/status/100185,wikipedia reliable OR unreliable OR wrong OR accurate,True
665100,2020-10-30,The knowledge Wikipedia article needs serious updating,user_2281,214,61,24,https://twitter.com/user_2281/status/100186,wikipedia reliable OR unreliable OR wrong OR accurate,True
665101,2021-11-26,Wikipedia editors are unsung heroes keeping politics info accurate,user_6385,203,51,56,https://twitter.com/user_6385/status/100187,wikipedia reliable OR unreliable OR wrong OR accurate,True
665102,2021-03-11,Can't believe how detailed the Wikipedia article on science is 😮,user_6098,469,92,63,https://twitter.com/user_6098/status/100188,wikipedia reliable OR unreliable OR wrong OR accurate,True
665103,2021-07-04,Wikipedia fundraising again lol — climate info should be paid for,user_1065,47,117,98,https://twitter.com/user_1065/status/100189,wikipedia reliable OR unreliable OR wrong OR accurate,True
665104,2023-06-01,Wikipedia is still the best source for quick facts about education,user_4739,386,72,72,https://twitter.com/user_4739/status/100190,wikipedia reliable OR unreliable OR wrong OR accurate,True
665105,2023-02-24,ChatGPT vs Wikipedia — which do you trust more for climate?,user_3501,444,81,60,https://twitter.com/user_3501/status/100191,wikipedia reliable OR unreliable OR wrong OR accurate,True
665106,2023-01-13,Just edited a education article on Wikipedia. Community effort rocks.,user_2532,328,57,91,https://twitter.com/user_2532/status/100192,wikipedia reliable OR unreliable OR wrong OR accurate,True
665107,2021-10-22,Wikipedia's education page is completely wrong and biased.,user_7326,197,43,42,https://twitter.com/user_7326/status/100193,wikipedia reliable OR unreliable OR wrong OR accurate,True
665108,2024-10-17,Donated to Wikimedia today — machine learning deserves accurate info free for all,user_5731,80,131,93,https://twitter.com/user_5731/status/100194,wikipedia reliable OR unreliable OR wrong OR accurate,True
665109,2020-06-08,AI is replacing Wikipedia for open source lookups tbh,user_6703,341,163,36,https://twitter.com/user_6703/status/100195,wikipedia reliable OR unreliable OR wrong OR accurate,True
665110,2021-09-17,The technology Wikipedia article needs serious updating,user_7420,234,58,12,https://twitter.com/user_7420/status/100196,wikipedia reliable OR unreliable OR wrong OR accurate,True
665111,2020-08-03,Wikipedia editors are unsung heroes keeping politics info accurate,user_9835,74,172,41,https://twitter.com/user_9835/status/100197,wikipedia reliable OR unreliable OR wrong OR accurate,True
665112,2021-09-10,Can't believe how detailed the Wikipedia article on artificial intelligence is 😮,user_8224,179,114,12,https://twitter.com/user_8224/status/100198,wikipedia reliable OR unreliable OR wrong OR accurate,True
665113,2024-10-21,Wikipedia fundraising again lol — machine learning info should be paid for,user_6582,480,33,11,https://twitter.com/user_6582/status/100199,wikipedia reliable OR unreliable OR wrong OR accurate,True
665114,2021-10-30,Wikipedia is still the best source for quick facts about history,user_8910,132,73,88,https://twitter.com/user_8910/status/100200,wikipedia reliable OR unreliable OR wrong OR accurate,True
665115,2024-07-16,ChatGPT vs Wikipedia — which do you trust more for politics?,user_5297,89,1,79,https://twitter.com/user_5297/status/100201,wikipedia reliable OR unreliable OR wrong OR accurate,True
665116,2022-06-22,Just edited a ChatGPT article on Wikipedia. Community effort rocks.,user_9861,340,7,22,https://twitter.com/user_9861/status/100202,wikipedia reliable OR unreliable OR wrong OR accurate,True
665117,2023-06-30,Wikipedia's ChatGPT page is completely wrong and biased.,user_7852,99,67,83,https://twitter.com/user_7852/status/100203,wikipedia reliable OR unreliable OR wrong OR accurate,True
665118,2022-04-14,Donated to Wikimedia today — machine learning deserves accurate info free for all,user_6857,459,90,6,https://twitter.com/user_6857/status/100204,wikipedia reliable OR unreliable OR wrong OR accurate,True
665119,2021-04-30,AI is replacing Wikipedia for history lookups tbh,user_9129,429,159,28,https://twitter.com/user_9129/status/100205,wikipedia reliable OR unreliable OR wrong OR accurate,True
665120,2023-10-26,The artificial intelligence Wikipedia article needs serious updating,user_5635,491,26,70,https://twitter.com/user_5635/status/100206,wikipedia reliable OR unreliable OR wrong OR accurate,True
665121,2024-11-03,Wikipedia editors are unsung heroes keeping history info accurate,user_7485,456,167,30,https://twitter.com/user_7485/status/100207,wikipedia reliable OR unreliable OR wrong OR accurate,True
665122,2021-04-25,Can't believe how detailed the Wikipedia article on science is 😮,user_3562,121,46,73,https://twitter.com/user_3562/status/100208,wikipedia reliable OR unreliable OR wrong OR accurate,True
665123,2023-11-22,Wikipedia fundraising again lol — science info should be paid for,user_9667,106,27,87,https://twitter.com/user_9667/status/100209,wikipedia reliable OR unreliable OR wrong OR accurate,True
665124,2021-04-21,Wikipedia is still the best source for quick facts about technology,user_6609,171,139,6,https://twitter.com/user_6609/status/100210,wikipedia reliable OR unreliable OR wrong OR accurate,True
665125,2023-08-01,ChatGPT vs Wikipedia — which do you trust more for history?,user_8037,234,154,2,https://twitter.com/user_8037/status/100211,wikipedia reliable OR unreliable OR wrong OR accurate,True
665126,2023-12-10,Just edited a technology article on Wikipedia. Community effort rocks.,user_5146,439,120,94,https://twitter.com/user_5146/status/100212,wikipedia reliable OR unreliable OR wrong OR accurate,True
665127,2022-03-31,Wikipedia's climate page is completely wrong and biased.,user_8800,366,23,52,https://twitter.com/user_8800/status/100213,wikipedia reliable OR unreliable OR wrong OR accurate,True
665128,2023-09-06,Donated to Wikimedia today — education deserves accurate info free for all,user_1667,322,23,50,https://twitter.com/user_1667/status/100214,wikipedia reliable OR unreliable OR wrong OR accurate,True
665129,2021-05-11,AI is replacing Wikipedia for climate lookups tbh,user_2026,439,78,46,https://twitter.com/user_2026/status/100215,wikipedia reliable OR unreliable OR wrong OR accurate,True
665130,2020-05-24,The history Wikipedia article needs serious updating,user_5563,322,90,43,https://twitter.com/user_5563/status/100216,wikipedia reliable OR unreliable OR wrong OR accurate,True
665131,2020-06-24,Wikipedia editors are unsung heroes keeping science info accurate,user_7590,189,199,69,https://twitter.com/user_7590/status/100217,wikipedia reliable OR unreliable OR wrong OR accurate,True
665132,2022-03-26,Can't believe how detailed the Wikipedia article on ChatGPT is 😮,user_8282,206,57,57,https://twitter.com/user_8282/status/100218,wikipedia reliable OR unreliable OR wrong OR accurate,True
665133,2024-07-05,Wikipedia fundraising again lol — politics info should be paid for,user_4960,258,38,16,https://twitter.com/user_4960/status/100219,wikipedia reliable OR unreliable OR wrong OR accurate,True
665134,2020-08-20,Wikipedia is still the best source for quick facts about machine learning,user_6846,44,189,62,https://twitter.com/user_6846/status/100220,wikipedia reliable OR unreliable OR wrong OR accurate,True
665135,2022-04-11,ChatGPT vs Wikipedia — which do you trust more for education?,user_5977,370,30,66,https://twitter.com/user_5977/status/100221,wikipedia reliable OR unreliable OR wrong OR accurate,True
665136,2023-07-08,Just edited a health article on Wikipedia. Community effort rocks.,user_9652,326,5,11,https://twitter.com/user_9652/status/100222,wikipedia reliable OR unreliable OR wrong OR accurate,True
665137,2021-01-04,Wikipedia's machine learning page is completely wrong and biased.,user_6886,365,84,37,https://twitter.com/user_6886/status/100223,wikipedia reliable OR unreliable OR wrong OR accurate,True
665138,2023-08-09,Donated to Wikimedia today — climate deserves accurate info free for all,user_4751,266,80,79,https://twitter.com/user_4751/status/100224,wikipedia reliable OR unreliable OR wrong OR accurate,True
665139,2021-07-12,AI is replacing Wikipedia for machine learning lookups tbh,user_9727,391,123,61,https://twitter.com/user_9727/status/100225,wikipedia reliable OR unreliable OR wrong OR accurate,True
665140,2024-01-15,The technology Wikipedia article needs serious updating,user_1965,474,175,13,https://twitter.com/user_1965/status/100226,wikipedia reliable OR unreliable OR wrong OR accurate,True
665141,2022-11-23,Wikipedia editors are unsung heroes keeping machine learning info accurate,user_9860,284,186,4,https://twitter.com/user_9860/status/100227,wikipedia reliable OR unreliable OR wrong OR accurate,True
665142,2022-09-25,Can't believe how detailed the Wikipedia article on science is 😮,user_2385,222,57,58,https://twitter.com/user_2385/status/100228,wikipedia reliable OR unreliable OR wrong OR accurate,True
665143,2020-11-18,Wikipedia fundraising again lol — politics info should be paid for,user_3593,52,196,46,https://twitter.com/user_3593/status/100229,wikipedia reliable OR unreliable OR wrong OR accurate,True
665144,2022-04-25,Wikipedia is still the best source for quick facts about technology,user_8392,389,126,96,https://twitter.com/user_8392/status/100230,wikipedia reliable OR unreliable OR wrong OR accurate,True
